Text,Category
மு.க.ஸ்டாலினுக்கு நன்றி சொன்ன பாக். பிரதமர் அதிர்ச்சி தரும் பேஸ்புக் பதிவு,Clickbait
அரசு சட்டங்களை மீறி வேலூர் சி.எம்.சி மருத்துவக் கல்லூரி செயல்படுகிறதா  சர்ச்சையைக் கிளப்பும் பேஸ்புக் பதிவு,Misleading
முட்டை இடும் 14 வயது இந்தோனேசிய சிறுவன் உண்மை என்ன,Clickbait
கோவை குண்டுவெடிப்புக்கு தி.மு.க திட்டம் தீட்டியது என்று அழகிரி கூறியதாக பரவும் செய்தி உண்மையா,Misleading
ஹிட்லர் பேசியதை காப்பியடித்தாரா மோடி,Clickbait
கொரோனாவுக்கு பலியான இத்தாலி மருத்துவ ஜோடி இவர்களா,Misleading
தமிழக பாஜக தலைவர் நியமனத்தை எதிர்த்து எஸ்.வி.சேகர் ட்வீட் செய்தாரா வைரல் பதிவு,Clickbait
முதியவரை மிரட்டி ஆட வைத்த பெரியாரிஸ்ட்கள்  வீடியோ செய்தி உண்மையா,Misleading
ஆபாச படம் பார்ப்பவர்களின் பெயர் பட்டியலை சிபிஐ வெளியிட்டதா,Clickbait
கொரோனாவை கண்காணிக்க கேரள அரசு சிசிடிவி கேமிரா வாங்கியதா,Misleading
பசு மாட்டின் உடலில் உலக வரைபடம் பரவசத்தை ஏற்படுத்திய பேஸ்புக் பதிவு,Clickbait
